Link ID,Store ID,Location ID,Folder,Country,Publisher ID,Publisher,Location Name,Location Address,Location NPI,Location Address 2,Location City,Location State,Location Zip,Location Phone,Location Local Phone,Location Latitude,Location Longitude,External ID,Listing Name,Listing Address,Listing NPI,Listing Address 2,Listing City,Listing State,Listing Zip,Listing Phone,Listing Latitude,Listing Longitude,Listing URL,Sync External ID,Sync URL,Review Count,Listing ID,SQL Override,SQL PL Status,Status,Live Sync,Live Suppress,Advertiser/Claimed,Likes/Check-ins,Last Post Date
5682667-121565283,4265,5682667,FL,US,547,8coupons,Pongu Pongu,2901 Osceola Pkwy,,Suite F,Orlando,FL,32830,4079395277,,28.3558325,-81.5925293,'6190376,,2901 Osceola Pkwy,,Suite D,Orlando,FL,32832,4079395277,,,http://www.8coupons.com/discounts/valley-of-mo-ara-orlando-32832,'6190365,http://www.8coupons.com/discounts/pongu-pongu-orlando-32834,0,'121565283,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
4422194-121565283,3117,4422194,FL,US,547,8coupons,Pandora - The World of Avatar,2901 Osceola Pkwy,,Suite A,Orlando,FL,32830,4079395277,,28.3557365,-81.5921957,'6190376,,2901 Osceola Pkwy,,Suite D,Orlando,FL,32832,4079395277,,,http://www.8coupons.com/discounts/valley-of-mo-ara-orlando-32832,'6132003,http://www.8coupons.com/discounts/pandora-the-world-of-avatar-may-27-2017-orlando-32830,0,'121565283,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
5682663-121565283,4261,5682663,FL,US,547,8coupons,Na’vi River Journey,2901 Osceola Pkwy,,Suite B,Orlando,FL,32830,4079395277,,28.355257,-81.591641,'6190376,,2901 Osceola Pkwy,,Suite D,Orlando,FL,32832,4079395277,,,http://www.8coupons.com/discounts/valley-of-mo-ara-orlando-32832,'6190380,http://www.8coupons.com/discounts/na-vi-river-journey-orlando-32830,0,'121565283,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
3697460-101519441,90001296;entityType=restaurant,3697460,FL,US,547,8coupons,Monsieur Paul,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,28.368742919709398,-81.5527255889549,'5958858,,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,,http://www.8coupons.com/discounts/tangierine-cafe-orlando-32830,'5958846,http://www.8coupons.com/discounts/monsieur-paul-orlando-32830,0,'101519441,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
3697466-101519441,90001829;entityType=restaurant,3697466,FL,US,547,8coupons,Lotus Blossom Café,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,28.3700872,-81.5463766,'5958858,,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,,http://www.8coupons.com/discounts/tangierine-cafe-orlando-32830,'5958655,http://www.8coupons.com/discounts/lotus-blossom-cafe-orlando-32830,0,'101519441,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
3697465-101519441,90001809;entityType=restaurant,3697465,FL,US,547,8coupons,Liberty Inn,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,28.367528803741905,-81.54898972023773,'5958858,,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,,http://www.8coupons.com/discounts/tangierine-cafe-orlando-32830,'5958755,http://www.8coupons.com/discounts/liberty-inn-orlando-32830,0,'101519441,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
3697461-101519441,90001328;entityType=restaurant,3697461,FL,US,547,8coupons,Les Halles Boulangerie-Patisserie,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,28.3686654,-81.5529111,'5958858,,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,,http://www.8coupons.com/discounts/tangierine-cafe-orlando-32830,'5958751,http://www.8coupons.com/discounts/les-halles-boulangerie-patisserie-orlando-32830,0,'101519441,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
3697464-101519441,90001794;entityType=restaurant,3697464,FL,US,547,8coupons,Kringla Bakeri Og Kafe,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,28.370651426457698,-81.5469391644001,'5958858,,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,,http://www.8coupons.com/discounts/tangierine-cafe-orlando-32830,'5958829,http://www.8coupons.com/discounts/kringla-bakeri-og-kafe-orlando-32830,0,'101519441,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
8234152-121565283,80010157;entityType=Attraction,8234152,FL,US,547,8coupons,Kilimanjaro Safaris,2901 Osceola Pkwy,,,Orlando,FL,32830,4079395277,,28.359698,-81.592424,'6190376,,2901 Osceola Pkwy,,Suite D,Orlando,FL,32832,4079395277,,,http://www.8coupons.com/discounts/valley-of-mo-ara-orlando-32832,'6400460,http://www.8coupons.com/discounts/kilimanjaro-safaris-orlando-32830,0,'121565283,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
6185277-129722051,353709;entityType=MerchandiseFacility,6185277,CA,US,547,8coupons,Gone Hollywood,"Disney California Adventure Park, Hollywood Blvd",,,Anaheim,CA,92802,7147814565,,33.807823114335164,-117.91827947238738,'6241514,,"Disney California Adventure Park, Sunset Boulevard",,,Anaheim,CA,92802,7147814565,,,http://www.8coupons.com/discounts/hollywood-land-pretzel-cart-anaheim-92802,'6241030,http://www.8coupons.com/discounts/gone-hollywood-anaheim-92802,0,'129722051,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
3697463-101519441,90001564;entityType=restaurant,3697463,FL,US,547,8coupons,Fountain View,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,28.3737832,-81.5497038,'5958858,,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,,http://www.8coupons.com/discounts/tangierine-cafe-orlando-32830,'5958901,http://www.8coupons.com/discounts/fountain-view-orlando-32830,0,'101519441,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
6185264-129637960,16513886;entityType=restaurant,6185264,CA,US,547,8coupons,"Fiddler, Fifer & Practical Café","Disney California Adventure Park, Buena Vista Street",,,Anaheim,CA,92802,7147817290,,33.807946554276796,-117.9193577170372,'6241023,,"Disney California Adventure Park, Buena Vista Stre",,,Anaheim,CA,92802,7147817290,,,http://www.8coupons.com/discounts/fiddler-fifer-practical-caf-anaheim-92802,'6287418,http://www.8coupons.com/discounts/fiddler-fifer-practical-cafe-anaheim-92802,0,'129637960,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
8234149-121565283,26068;entityType=Attraction,8234149,FL,US,547,8coupons,Expedition Everest - Legend of the Forbidden Mountain,2901 Osceola Pkwy,,,Orlando,FL,32830,4079395277,,28.3586023,-81.5870137,'6190376,,2901 Osceola Pkwy,,Suite D,Orlando,FL,32832,4079395277,,,http://www.8coupons.com/discounts/valley-of-mo-ara-orlando-32832,'6400490,http://www.8coupons.com/discounts/expedition-everest-legend-of-the-forbidden-mountain-orlando-32830,0,'121565283,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
3697462-101519441,90001477;entityType=restaurant,3697462,FL,US,547,8coupons,Electric Umbrella,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,28.374116879820846,-81.5490388134919,'5958858,,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,,http://www.8coupons.com/discounts/tangierine-cafe-orlando-32830,'5958671,http://www.8coupons.com/discounts/electric-umbrella-restaurant-orlando-32830,0,'101519441,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
3697529-121565283,80007823;entityType=theme-park,3697529,FL,US,547,8coupons,Disney's Animal Kingdom Theme Park,2901 Osceola Pkwy,,,Orlando,FL,32830,4079395277,,28.359719,-81.591313,'6190376,,2901 Osceola Pkwy,,Suite D,Orlando,FL,32832,4079395277,,,http://www.8coupons.com/discounts/valley-of-mo-ara-orlando-32832,'5958775,http://www.8coupons.com/discounts/disney-s-animal-kingdom-theme-park-orlando-32830,0,'121565283,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
8234146-121565283,80010123;entityType=Attraction,8234146,FL,US,547,8coupons,DINOSAUR,2901 Osceola Pkwy,,,Orlando,FL,32830,4079395277,,28.355255,-81.588303,'6190376,,2901 Osceola Pkwy,,Suite D,Orlando,FL,32832,4079395277,,,http://www.8coupons.com/discounts/valley-of-mo-ara-orlando-32832,'6400526,http://www.8coupons.com/discounts/dinosaur-orlando-32830,0,'121565283,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
5682669-121565283,4267,5682669,FL,US,547,8coupons,Colors of Mo’ara,2901 Osceola Pkwy,,Suite H,Orlando,FL,32830,4079395277,,28.355517,-81.591463,'6190376,,2901 Osceola Pkwy,,Suite D,Orlando,FL,32832,4079395277,,,http://www.8coupons.com/discounts/valley-of-mo-ara-orlando-32832,'6202434,http://www.8coupons.com/discounts/colors-of-mo-ara-orlando-32830,0,'121565283,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
3697243-101519441,90001292;entityType=restaurant,3697243,FL,US,547,8coupons,Biergarten Restaurant,1510 Ave of the Stars,,,Orlando,FL,32836,4079393463,,28.368035072022934,-81.54692355092624,'5958858,,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,,http://www.8coupons.com/discounts/tangierine-cafe-orlando-32830,'5958675,http://www.8coupons.com/discounts/biergarten-restaurant-orlando-32836,0,'101519441,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
5682664-121565283,4262,5682664,FL,US,547,8coupons,Avatar Flight of Passage,2901 Osceola Pkwy,,Suite C,Orlando,FL,32830,4079395277,,28.3556415,-81.5921613,'6190376,,2901 Osceola Pkwy,,Suite D,Orlando,FL,32832,4079395277,,,http://www.8coupons.com/discounts/valley-of-mo-ara-orlando-32832,'6190381,http://www.8coupons.com/discounts/avatar-flight-of-passage-orlando-32831,0,'121565283,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
3697459-101519441,90002066;entityType=restaurant,3697459,FL,US,547,8coupons,Akershus Royal Banquet Hall,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,28.37042027988087,-81.54680579017827,'5958858,,1510 N Avenue of the Stars,,,Orlando,FL,32830,4079393463,,,http://www.8coupons.com/discounts/tangierine-cafe-orlando-32830,'5958921,http://www.8coupons.com/discounts/akershus-royal-banquet-hall-orlando-32830,0,'101519441,Match,NoPowerListing,NOT_FOUND,0,0,0,0,0
8234151-157093651,80010149;entityType=Attraction,8234151,FL,US,420,MapQuest,"""it's a small world""",1180 Seven Seas Dr,,,Orlando,FL,32830,4079395277,,28.420493,-81.582044,'378948771,"""It's A Small World""",1180 Seven Seas Dr,,,Orlando,FL,32830,4079395277,28.403975,-81.577034,http://www.mapquest.com/places/its-a-small-world-orlando-fl-378948771/,'377665117,http://www.mapquest.com/places/its-a-small-world-orlando-fl-377665117/,0,'157093651,Match,NoPowerListing,FOUND,0,0,0,0,0
8234151-157107735,80010149;entityType=Attraction,8234151,FL,US,505,YellowMoxie,"""it's a small world""",1180 Seven Seas Dr,,,Orlando,FL,32830,4079395277,,28.420493,-81.582044,'524914143,"""It's A Small World""",1180 Seven Seas Dr,,,Orlando,FL,,4079395277,,,http://www.yellowmoxie.com/fl-orlando//524914143.ym,'yx-8234151,"http://www.yellowmoxie.com/fl-orlando/""it's-a-small-world""/yx-8234151.ym",0,'157107735,Match,NoPowerListing,FOUND,0,0,0,0,0
8234111-157107457,367492;entityType=Attraction,8234111,CA,US,505,YellowMoxie,"""it's a small world"" Holiday",1313 Disneyland Dr,,,Anaheim,CA,92802,7147814565,,33.814568540352354,-117.9178554957009,'524932006,"""it's a small world"" Holiday",1313 S Disneyland Dr,,,Anaheim,CA,,7147814565,,,http://www.yellowmoxie.com/ca-anaheim//524932006.ym,'yx-8234111,"http://www.yellowmoxie.com/ca-anaheim/""it's-a-small-world""-holiday/yx-8234111.ym",0,'157107457,Match,NoPowerListing,FOUND,0,0,0,0,0
3697593-6528000,417,3697593,HI,US,523,Where To?,"Aulani, A Disney Resort & Spa",92-1185 Ali'Inui Drive,,,Kapolei,HI,96707,8664434763,8086746200,21.338803494990724,-158.12292073247147,'6144972926005689776,'Ama'Ama,92 Aliinui Dr,,92 Ali'inui Dr,Kapolei,HI,96707,8086746200,21.33812,-158.12415,http://wheretoapp.com/search?poi=6144972926005689776,'8462504123852512728,http://wheretoapp.com/search?poi=8462504123852512728,1,'6528000,Match,NoPowerListing,FOUND,0,0,0,0,0
3697551-157117062,90001212;entityType=restaurant,3697551,FL,US,398,MerchantCircle,1900 Park Fare,4401 Floridian Way,,,Orlando,FL,32836,4079393463,,28.4114718,-81.5874278,'54622996,1900 Park Fare,4401 Floridian Way,,,Orlando,FL,32830,4078242978,28.410852,-81.58884,https://www.merchantcircle.com/1900-park-fare1-orlando-fl,'52291836,https://www.merchantcircle.com/1900-park-fare-orlando-fl,0,'157117062,Match,NoPowerListing,FOUND,0,0,0,0,0
8234193-157108369,353550;entityType=MerchandiseFacility,8234193,CA,US,521,CoPilot [DEPRECATED],20th Century Music Company,1313 Disneyland Dr,,,Anaheim,CA,92802,7147814565,,33.810627,-117.918779,'958175e85942d4b22200ba75b7bc1d9abafc3c0d,20th Century Music Company,1313 Disneyland Dr,,,Anaheim,CA,92802,7147814565,,,https://maps.google.com/?cid=11576239347220085685,'yext-8234193,http://www.yext.com/partnerpages/copilot/20th-century-music-company-anaheim-california-us-84547a,0,'157108369,Match,NoPowerListing,FOUND,0,0,0,0,0
8234193-157099897,353550;entityType=MerchandiseFacility,8234193,CA,US,523,Where To?,20th Century Music Company,1313 Disneyland Dr,,,Anaheim,CA,92802,7147814565,,33.810627,-117.918779,'11576239347220085685,20th Century Music Company,1313 Disneyland Dr,,,Anaheim,CA,92802,7147814565,33.810627,-117.91878,http://wheretoapp.com/search?poi=11576239347220085685,'c0c7198545d3e07e61c4b0106c4e8821,http://wheretoapp.com/search?poi=c0c7198545d3e07e61c4b0106c4e8821,0,'157099897,Match,NoPowerListing,FOUND,0,0,0,0,0
8494865-157094359,1020,8494865,CA,US,420,MapQuest,21 Royal,1313 S Disneyland Dr,,,Anaheim,CA,92802,7145205060,,33.8111943,-117.9207953,'378936489,21 Royal,1313 S Disneyland Dr,,,Anaheim,CA,92802,7145205060,33.811195,-117.923935,http://www.mapquest.com/places/21-royal-anaheim-ca-378936489/,'378867578,http://www.mapquest.com/places/-378867578/,0,'157094359,Match,NoPowerListing,FOUND,0,0,0,0,0
8494865-157108346,1020,8494865,CA,US,505,YellowMoxie,21 Royal,1313 S Disneyland Dr,,,Anaheim,CA,92802,7145205060,,33.8111943,-117.9207953,'541704894,21 Royal,1313 S Disneyland Dr,,,Anaheim,CA,,7145205060,,,http://www.yellowmoxie.com/ca-anaheim//541704894.ym,'yx-8494865,http://www.yellowmoxie.com/ca-anaheim/21-royal/yx-8494865.ym,0,'157108346,Match,NoPowerListing,FOUND,0,0,0,0,0
8494865-157108935,1020,8494865,CA,US,521,CoPilot [DEPRECATED],21 Royal,1313 S Disneyland Dr,,,Anaheim,CA,92802,7145205060,,33.8111943,-117.9207953,'e9241e1ba682c3699025215f5a4a229385f0e9ab,21 Royal,,,,Anaheim,CA,92802,7145205060,,,https://maps.google.com/?cid=10370578291449434878,'yext-8494865,http://www.yext.com/partnerpages/copilot/21-royal-anaheim-california-us-f4a93c,0,'157108935,Match,NoPowerListing,FOUND,0,0,0,0,0
8494865-157118491,1020,8494865,CA,US,662,Insider Pages,21 Royal,1313 S Disneyland Dr,,,Anaheim,CA,92802,7145205060,,33.8111943,-117.9207953,'15297953241,21 Royal,1313 S Disneyland Dr,,,Anaheim,CA,92802,7145205060,33.820274,-117.92308,http://www.insiderpages.com/b/15297953241,'15297911216,http://www.insiderpages.com/b/15297911216,0,'157118491,Match,NoPowerListing,FOUND,0,0,0,0,0
3697541-157108423,90001220;entityType=restaurant,3697541,FL,US,505,YellowMoxie,ABC Commissary,351 S Studio Dr.,,,Orlando,FL,32830,4079393463,,28.3561328,-81.5599412,'541649337,ABC Commissary,351 S Studio Dr,,,Orlando,FL,,4079393463,,,http://www.yellowmoxie.com/fl-orlando//541649337.ym,'yx-3697541,http://www.yellowmoxie.com/fl-orlando/abc-commissary/yx-3697541.ym,0,'157108423,Match,NoPowerListing,FOUND,0,0,0,0,0
3697541-157108424,90001220;entityType=restaurant,3697541,FL,US,505,YellowMoxie,ABC Commissary,351 S Studio Dr.,,,Orlando,FL,32830,4079393463,,28.3561328,-81.5599412,'541299601,ABC Commissary,351 S Studio Drive Disney's Hollywood Studios,,,Orlando,FL,,4079393463,,,http://www.yellowmoxie.com/fl-orlando//541299601.ym,'yx-3697541,http://www.yellowmoxie.com/fl-orlando/abc-commissary/yx-3697541.ym,0,'157108424,Match,NoPowerListing,FOUND,0,0,0,0,0
3697541-157094273,90001220;entityType=restaurant,3697541,FL,US,553,YP.com,ABC Commissary,351 S Studio Dr.,,,Orlando,FL,32830,4079393463,,28.3561328,-81.5599412,'541299601,ABC Commissary,351 S Studio Drive Disney's Hollywood Studios,,,Orlando,FL,32830,4079393463,28.357529,-81.55827,http://www.yellowpages.com/orlando-fl/mip/abc-commissary-541299601,'541649337,http://www.yellowpages.com/orlando-fl/mip/abc-commissary-541649337,0,'157094273,Match,NoPowerListing,FOUND,0,0,0,0,0
3697541-157093962,90001220;entityType=restaurant,3697541,FL,US,559,Facebook,ABC Commissary,351 S Studio Dr.,,,Orlando,FL,32830,4079393463,,28.3561328,-81.5599412,'2017862545099869,"Abc Commissary, Hollywood Studios, Orlando, Florida",,,,Lake Buena Vista,FL,,,28.35646,-81.56017,https://www.facebook.com/pages/Abc-Commissary-Hollywood-Studios-Orlando-Florida/2017862545099869,,,0,'157093962,Match,NoPowerListing,FOUND,0,0,0,0,
4118331-157093775,53080;entityType=MerchandiseFacility,4118331,FL,US,559,Facebook,Adrian & Edith's Head to Toe,"Disney's Hollywood Studios, Hollywood Boulevard",,,Kissimmee,FL,34747,4079395277,,28.357932819831337,-81.55948174355126,'186602221880452,Adrian & Edith's Head to Toe,Disneys Hollywood Studios Hollywood Blvd,,,Kissimmee,FL,34747,4079395277,28.362806,-81.55327,https://www.facebook.com/pages/Adrian-Ediths-Head-to-Toe/186602221880452,,,0,'157093775,Match,NoPowerListing,FOUND,0,0,0,0,
3697529-146191977,80007823;entityType=theme-park,3697529,FL,US,559,Facebook,Disney's Animal Kingdom Theme Park,2901 Osceola Pkwy,,,Orlando,FL,32830,4079395277,,28.359719,-81.591313,'123587501023684,Africa,2901 Osceola Pkwy,,,Orlando,FL,32830,,28.35888,-81.59188,https://www.facebook.com/Africa-123587501023684/,,,35,'146191977,Match,NoPowerListing,FOUND,0,0,Claimed,43,
3697370-133170846,90002796;entityType=MerchandiseFacility,3697370,FL,US,559,Facebook,Agrabah Bazaar,Magic Kingdom Park,,,Orlando,FL,32836,4079395277,,28.418712333616458,-81.58344277546314,'1304192136365502,Agrabah Bazaar,,,,Orlando,FL,32836,4079395277,28.416967,-81.58487,https://www.facebook.com/pages/Agrabah-Bazaar/1304192136365502,,,0,'133170846,Match,NoPowerListing,FOUND,0,0,0,1,
6043038-157118182,471,6043038,Disneyland Paris,US,716,AroundMe,Manhattan Restaurant,Disney's Hotel New York,,Avenue René Goscinny,Chessy,,77700,160304050,,48.8704057,2.7883692,'PJ016030405000240000C0001,Agrabah Café,Disney Village,,,CHESSY,,77700,160304050,48.881073,2.76541,,'YX6043038,,0,'157118182,Match,NoPowerListing,FOUND,0,0,0,0,0
6043033-157118182,461,6043033,Disneyland Paris,US,716,AroundMe,Inventions,Rue de la Marnière,,,Chessy,77,77777,160304050,,48.87030777176763,2.779658271163953,'PJ016030405000240000C0001,Agrabah Café,Disney Village,,,CHESSY,,77700,160304050,48.881073,2.76541,,'YX6043033,,0,'157118182,Match,NoPowerListing,FOUND,0,0,0,0,0
6043036-157118182,468,6043036,Disneyland Paris,US,716,AroundMe,Chuck Wagon Café,Rue du Bœuf Agile,,,Coupvray,77,77700,160304050,,48.874560198168695,2.792089998656593,'PJ016030405000240000C0001,Agrabah Café,Disney Village,,,CHESSY,,77700,160304050,48.881073,2.76541,,'YX6043036,,0,'157118182,Match,NoPowerListing,FOUND,0,0,0,0,0
3697265-157107878,18733814;entityType=restaurant,3697265,FL,US,505,YellowMoxie,Ale & Compass Restaurant,1700 Epcot Resort Blvd.,,,Orlando,FL,32830,4079393463,,28.370739060448468,-81.55830619262503,'465693361,Ale & Compass Restaurant,1700 Epcot Resorts Blvd,,,Orlando,FL,,4079393463,,,http://www.yellowmoxie.com/fl-orlando//465693361.ym,'465691674,http://www.yellowmoxie.com/fl-orlando/ale-&-compass-restaurant/465691674.ym,0,'157107878,Match,NoPowerListing,FOUND,0,0,0,0,0
3697265-157093638,18733814;entityType=restaurant,3697265,FL,US,559,Facebook,Ale & Compass Restaurant,1700 Epcot Resort Blvd.,,,Orlando,FL,32830,4079393463,,28.370739060448468,-81.55830619262503,'561309354207192,Ale & Compass Restaurant,,,,Lake Buena Vista,FL,,,28.37078,-81.558266,https://www.facebook.com/pages/Ale-Compass-Restaurant/561309354207192,,,0,'157093638,Match,NoPowerListing,FOUND,0,0,0,0,
3697265-157093640,18733814;entityType=restaurant,3697265,FL,US,559,Facebook,Ale & Compass Restaurant,1700 Epcot Resort Blvd.,,,Orlando,FL,32830,4079393463,,28.370739060448468,-81.55830619262503,'237145449657801,Ale And Compass Lounge At Disney's Yacht Club,1700 Epcot Resorts Blvd,,,Lake Buena Vista,FL,32830,4079347000,28.370842,-81.55875,https://www.facebook.com/pages/Ale-And-Compass-Lounge-At-Disneys-Yacht-Club/237145449657801,,,3,'157093640,Match,NoPowerListing,FOUND,0,0,0,42,
8234179-157093599,15527906;entityType=restaurant,8234179,CA,US,420,MapQuest,Alfresco Tasting Terrace,1313 Disneyland Dr,,,Anaheim,CA,92802,7147814565,,33.8153048,-117.9262072,'378488325,Alfresco Tasting Terrace,1313 Disneyland Dr,,,Anaheim,CA,92802,7147814565,33.80851,-117.919044,http://www.mapquest.com/places/alfresco-tasting-terrace-anaheim-ca-378488325/,'346366827,http://www.mapquest.com/places/alfresco-tasting-terrace-anaheim-ca-346366827/,0,'157093599,Match,NoPowerListing,FOUND,0,0,0,0,0
